"Date","SSP_MCS","MCS_SSP","MCS_SCHL","SHEN_TDS","MCS_CCOI","CCOI_MCS","MCS_ATNI","ATNI_SSP","TDS_SHEN","TDS_SCHL","TDS_ATNI","TDS_MCS","TDS_CCOI","ATNI_MCS","SSP_SCHL","SSP_CCOI","MCS_TDS","SSP_SHEN","SSP_TDS","SHEN_SCHL","SHEN_SSP","SCHL_MCS","SHEN_CCOI","CCOI_ATNI","ATNI_CCOI","TDS_SSP","CCOI_SSP","ATNI_TDS","SCHL_TDS","ATNI_SHEN","SCHL_SHEN","CCOI_SHEN","SCHL_CCOI","MCS_SHEN","SCHL_ATNI","SHEN_ATNI","SCHL_SSP","SHEN_MCS"
2014-05-08,8.03266806694333,267.827566443542,358.281218877472,192.772272149728,522.832370958066,41.987611508453,272.03953561698,173.774396602865,112.068480646182,267.97832639058,67.8593655479616,27.7888848803178,136.921468224987,81.0476214561531,37.0756860370499,48.914553954856,178.090873003452,17.9705977366531,42.823444980314,172.733012539445,338.28987062415,57.1825099083422,162.338672801997,105.755376168694,146.766135577679,119.700555882115,64.9698907140986,166.613178700559,201.084040131226,89.2197877773771,107.066957157099,17.3561377948516,318.344208563565,151.101226296096,203.638612210201,164.702612382885,150.863597303859,43.06277421363
2014-05-09,8.3143511953811,277.219574453899,359.934919420234,188.198584430379,520.007468983319,41.7607743850712,273.698151563692,178.808614277867,109.409530274423,271.083146773857,66.9726108893301,27.5951850505731,136.706851144815,81.5417970191011,38.2047048701805,50.8941302980861,176.8494978366,18.2996668549697,44.6236259050103,170.6360613441,344.484453932146,56.918569987701,158.741493885647,106.97160878468,145.078295049932,114.668630543748,67.5992287040483,164.435981157276,198.754250620131,90.1707215653215,108.366744317175,17.7407280106811,315.15480370103,153.633032771513,203.940317856937,162.947151130686,155.457633602258,43.7843180644086
2014-05-12,8.50615593181163,283.614830930631,358.224280610173,186.065153829977,521.945186640463,41.9163716269503,272.975334714338,183.405875901033,108.16926507524,271.884407227034,66.633233244483,27.3824677084245,135.143666244343,81.3264407792322,37.1417743374654,51.8785706609928,175.486270864703,18.6554459439334,43.2502008743716,169.206086709568,351.181898227795,57.1890935178802,158.757138745287,107.65273327167,146.002033803519,111.139365900966,68.9068118765076,163.602692803955,198.166816471399,90.7359653689479,109.274902474959,17.7424783744155,317.82705807798,154.190302305035,204.370968960308,161.925721032659,159.782796194874,43.9431461908472
2014-05-13,8.47393212771988,282.540378224469,356.761631601119,190.653936309805,526.770177494096,42.3038554127345,271.471581239944,183.721351051949,110.836949550185,269.151287970224,67.3980640902151,27.5459271345606,134.701081615289,80.8784373004374,37.1308390567831,52.5546754845066,176.533813466091,18.9334942141746,43.6722354246586,171.678143714877,356.416033053584,57.4225882712306,163.192352311542,109.240908585257,148.156011840085,112.223892135472,68.008757813629,165.480567936914,200.158900952377,89.5396913056442,107.678402982128,17.2468061659008,322.062805431891,151.308080822033,204.079609169152,159.790873783608,159.829858813059,43.1217247874357
2014-05-14,8.48327910771659,282.852021186996,354.192561385303,192.042997161458,522.090213683188,41.9280291161424,272.22282234841,183.415611286893,111.644492756001,265.26854764306,67.6984886189607,27.7449401648937,136.870958414732,81.1022537800556,36.822501072487,52.0298087513917,177.809241345232,18.955532566586,43.9395766326141,170.452383099232,356.830952332972,57.8360948837797,161.752491113588,110.51368595696,146.429797256476,112.910848911589,68.6879783993389,166.218198401322,203.046317371735,89.2864406391329,108.447211245811,17.3989734430211,321.520723633867,151.298843513432,206.113928287645,159.338955977834,161.157095607154,43.1190895908608
2014-05-15,8.65625434287666,288.619468040206,358.878269279736,191.031979766203,535.270841194285,42.9865194426953,275.075583783131,185.233401643947,111.05674160295,267.125620501817,67.4106982444585,27.9177486823046,134.268039505484,81.9521362555402,36.5588113272156,52.2824321098233,178.916664971696,19.1241840209713,43.3173144686544,170.748290657743,360.005718936741,57.070983112329,163.977031210824,108.881836641564,148.592013552511,111.311827921448,68.3544664028537,165.511606738168,201.62482596216,89.3769416607727,108.258945473731,17.1596942288012,325.38431586525,153.037714490641,205.547168810282,159.177451780566,162.311173696506,43.6146567521155
2014-05-16,8.54986301504379,285.072031422735,358.545810160535,190.616220002797,528.506602419632,42.4433021842586,272.085351770615,184.970329938572,110.81502277091,269.003776236896,67.6070888434861,27.6956006231339,134.896433238814,81.0612995973197,36.974275860693,52.264324828601,177.493058494904,19.2486839964508,43.5050324184413,171.577169604786,357.662076850855,57.1238465753871,162.852767661699,109.074165614922,148.329511690706,111.794234328052,68.3781344888385,165.99379955491,200.207241016597,89.8318500643326,107.733414370087,17.2773426441887,321.573852883906,152.153059044132,203.50315959668,158.36727205672,160.466574125985,43.3625349088202
2014-05-19,8.60101831603022,286.777749243179,359.776809581803,189.572639304387,535.805425909556,43.0294506403725,274.085733258582,184.717138040297,110.208326303149,270.534868663519,66.9573366492855,27.6330473002777,132.72882045346,81.6572512811662,36.8799956120052,52.6734001288941,177.092176034108,19.3019399811527,43.1464884896498,171.614389774046,358.651610057459,56.9277200367344,164.577976631985,108.369746138616,149.287467327938,110.872848742616,67.8429372742595,164.398508983814,199.067742089447,89.4603437523609,107.710055751224,17.0943100043018,324.910764745839,152.642448672825,204.300651994131,159.022203809041,160.875754874143,43.5020074569999
2014-05-20,8.55377205623889,285.20243301759,359.088523941452,189.678311857441,531.550803987353,42.6877753418214,273.986769461326,183.769117926596,110.269792162066,269.557142026788,67.0954234602167,27.6800524553995,134.008474783904,81.6277767293159,37.012036680937,52.8023027606644,177.393415954083,19.430032354746,43.4568820703374,171.089878087369,356.271465056969,57.0366303502914,163.08303556067,109.191114889729,148.155957925637,111.670489115179,68.0089754727712,164.737483907036,199.787146756085,89.5949021318485,108.039233394587,17.2495899706049,322.952410711681,152.816960949565,204.617730083645,158.783011207258,160.299778647316,43.551736383907
2014-05-21,8.56229944022974,285.486696262612,359.018787115505,189.749188706893,530.321645046391,42.5890600027555,271.34544061611,185.723942043256,110.31096269459,268.895587257446,67.5645294427587,27.6067437687907,133.963476435719,80.8408595293463,36.9679375580342,52.9770474224155,176.923556130736,19.5081173937344,43.2984632254778,171.573677124705,357.70329996967,57.0477092576701,163.19870730977,108.390978586963,149.241596716413,111.263388699301,68.2340353391518,165.889325000588,199.296858345196,90.1878954107623,107.733742161217,17.2373543650245,322.268360739942,152.355148573051,202.684898870777,157.732120039333,160.490741739609,43.4201276192646
2014-05-22,8.46772242590452,282.333304073356,359.848270498528,188.797107199535,527.490211135433,42.3616853740902,269.103096851998,185.20727219418,109.757468132085,268.410869729706,68.1571953796938,27.6207571384893,134.746707501766,80.1728018939566,37.4616918721859,53.279373384362,177.013413305718,19.1848478655493,43.7987127121395,171.022080440854,351.77577794274,56.9159008235449,161.425663181516,108.073966676637,149.678092526115,112.548884727255,67.8446432262566,167.34440265508,198.937544013072,88.9442950673535,108.08010619016,17.4246254717481,319.803148476257,153.196947597756,200.541669085342,155.557122436108,158.347212058118,43.6600329624972
2014-05-23,8.48622311290216,282.950149063195,359.28027961981,187.526438658868,526.598468765237,42.2900744775797,269.801497040742,185.131290192509,109.018782080347,267.698320991879,68.0536781252863,27.6504864500147,135.119515079147,80.3808463243279,37.3207137177775,53.4858401935893,177.203951041388,19.0769936770592,43.7501616111493,169.417037978805,349.798184096954,57.0057398140116,159.892579805046,108.537118946549,149.036664293396,112.424126472104,68.1075629580274,167.090248493491,199.465691974194,88.4807507812724,109.094434910084,17.5901101475664,319.767329622033,154.392909098067,201.378592748156,154.74642582372,158.943108964185,44.000880832449
2014-05-27,8.39739380563932,279.988331349334,355.154076816453,185.50578416879,519.016618263665,41.6811776311151,267.247050404479,184.946129195229,107.844064614394,269.307432534147,67.5073314748762,27.1667299701893,134.700967626406,79.6198320252306,37.2827649925789,53.2756244808697,174.103606739026,19.0055036369103,43.4426851958591,168.609858313651,348.487300078887,57.6604339470757,158.664990396469,109.072246519048,148.301879289212,111.633999224329,68.3752387568747,165.748864331475,198.266698616929,88.2376649803037,109.614213220031,17.7251572462137,318.835756155006,153.355354802504,201.784768239436,154.321280218158,159.10472700023,43.7051759070728
2014-05-28,8.48654201958278,282.960806675518,356.074558274346,186.178908038134,525.357230773582,42.1903726095708,268.976260344,185.712932487901,108.235392853352,267.311520161246,67.7458074354625,27.4384779589727,134.402825008379,80.1350129655867,36.9835740985293,53.3608565105188,175.845180693198,19.0861304267884,43.4160377882224,167.972061482562,349.965596214814,57.5109962926611,159.591923282088,108.445534893557,149.153995201502,111.565541241434,68.2658442913131,166.334355586494,199.736120106412,88.2461413587054,110.028843728287,17.8287082267309,321.904465626105,154.332906962655,202.567491457336,154.336126740048,160.381521000613,43.9837712886223
2014-05-29,8.42078526885088,280.768310430923,354.975372925191,186.754141920315,523.870745105712,42.0710123410043,268.359098032474,184.70004513254,108.569801673187,265.15396661391,68.2389318852544,27.5752439441447,135.452983617588,79.9511611231964,37.1559840042657,53.6233620937942,176.721694988525,18.9020764411021,43.9688545467846,167.13531241591,346.590869568289,57.6885141745022,158.83800661045,108.503507205722,149.074267273699,112.986093295009,67.930032002858,167.545135862741,201.348259366725,87.8764518922397,110.576964987734,17.9129293264393,321.987359493087,154.625325818027,202.727954795542,153.689558771991,159.633861799183,44.0671073199318
2014-05-30,8.42647534272075,280.95808589623,356.123699450628,187.961453486536,523.567774949344,42.0466680712611,269.305739152615,184.173356341387,109.271667747121,263.161313506115,68.7317788793366,27.8716738347417,136.987502425706,80.2331563638019,37.2510657670358,53.6906388016303,178.621443280701,18.8338479719588,44.4118079850131,166.959748609694,345.339812931041,57.5019078097438,158.065455427484,108.949024823427,148.462126877655,114.12433807949,68.0152484179768,168.755225184982,202.861407795464,87.8098565112066,110.693110811358,17.8258002335256,320.75943993542,155.287926074388,202.787262237946,153.573061295941,159.225375562193,44.2559567259425
2014-06-02,8.59290115777027,286.507021386876,357.669097709215,186.53930818643,521.309913854307,41.8653570994663,267.187596288711,189.259384535489,108.444920001986,266.181726606148,68.6817835837444,27.6727316108168,137.374616835989,79.6021247976633,36.67700591359,54.9825528931128,177.346486441825,19.1977577940869,43.2176581375745,167.612778132131,352.012455427489,57.252367280509,157.316159080703,108.56192506922,148.989632948477,117.192945397672,69.651848730171,168.877939174652,200.533097071527,87.0815978830733,110.260154252871,17.7412995653499,317.984408565766,155.354438402992,200.312315306593,152.299445964975,161.679147820405,44.274899179335
2014-06-03,8.55245629034961,285.158461707286,357.140637909512,186.19435108478,512.914279608253,41.1911206688723,267.392237237064,190.295174255785,108.244358409468,265.978598002567,68.5801225942964,27.6529640780057,139.488912350792,79.6630885813693,36.7954453316434,54.3558610879974,177.2198080807,19.0856023306866,43.3902035170691,167.174902478455,349.956088815147,57.3369488650435,154.604031219875,110.393447812377,146.476051948063,117.660860361617,68.8579531637905,168.627961192672,200.686102460232,87.0494612216389,110.548190847938,17.4354401879492,313.333000871571,155.530737378207,200.761683045852,152.24324594983,161.15699947306,44.3251531196982
2014-06-04,8.52912513415876,284.380630471663,359.310124103886,182.335360796637,518.920589583934,41.6734635221903,269.268784365,192.149804807511,106.00094090113,268.137832893346,67.9586793209852,27.5964541674944,137.570452947855,80.2221826529958,37.1193408364211,55.1406388633112,176.857650035616,18.6769810327807,43.4199049457517,165.067247090741,342.463491870075,56.9886569237347,153.52613565177,109.875500168383,147.16329507709,117.741392732168,69.8521259173368,167.099980147684,199.056905080613,86.0341350829489,111.941939361713,17.3138766284119,315.098801279699,158.436394438588,200.951146540708,150.467471952523,159.738409077974,45.1532376106793
2014-06-05,8.41060137676017,280.428812269824,351.547650095541,177.282684509442,503.777499985864,40.457362951243,264.585496473119,192.821699808894,103.063562279786,269.439671849935,67.3425539080997,26.8662785605415,137.945047144921,78.8268643837209,36.8332463949253,54.2977837584166,172.17818443157,18.3940602502909,42.8744258611758,161.294501639988,337.275756096758,58.2198222604452,148.853722713632,111.170825951905,145.428405879268,116.262240036331,68.784392952207,165.585007553703,198.090455836666,84.4300290339225,114.500448164267,16.7869531680482,312.71100119479,158.634741636636,201.797282304749,147.662012135367,160.969582368224,45.2097754285968
2014-06-06,8.21914442017079,274.04515890865,343.446512540958,176.315510320227,494.662279998832,39.7253277281484,258.970338205197,192.524461360953,102.501287254379,270.123862236789,67.0488653048936,26.1789437766087,136.911874241134,77.1539865920886,36.8229104180447,54.5513603145572,167.773245646919,18.3455782866543,42.7535309336887,160.82414441841,336.386783415897,59.561455779817,149.156530579701,111.518627399836,145.883372806481,115.934424397315,69.1056059923302,164.862839332572,197.587458242067,84.3376353305066,114.834353268841,16.8211013138146,314.259018474658,155.441757545565,202.164965532004,147.500441245724,161.014755001508,44.2997930603264
2014-06-09,8.30621418128558,276.948197091396,350.477082388381,174.447630247061,503.816743881156,40.4605079186226,261.693330920688,192.53963180218,101.415391539208,273.03332088389,66.9942321708567,26.4328768214366,135.706140404628,77.9652298033669,37.1866245456204,54.9830188443025,169.400607303429,18.1676188490352,42.7153357832189,160.852583366775,333.123738384142,58.3421942905094,148.8899503665,112.409848422455,147.049257681592,115.830807622392,69.6524504027669,164.728489386285,195.459280306166,83.5129103384261,114.814047362143,16.7910336917026,313.64178339093,158.59624795909,200.152212619578,146.058024032219,159.424342316309,45.1988005312041
2014-06-10,8.24544632579339,274.92207471651,349.057840131382,177.690883747046,500.709888921294,40.211000443299,261.02457633452,191.623045193519,103.300867310279,272.698937620688,66.976196243612,26.3582115074374,136.159637107078,77.7659929466716,37.3080854236563,55.0462098505276,168.922115235555,18.4237932672558,42.9071684108686,163.646093675172,337.820984654287,58.5784514838072,151.160492971774,112.815751362445,146.518241209073,116.351002091736,69.7324971032753,164.684124840388,195.698627427855,85.0880324246996,112.820083236952,17.0470966721102,312.97782980521,155.199692064082,200.451212453178,148.812806244242,158.903647451685,44.230796541916
2014-06-11,8.2642344534128,275.548582401564,353.239496926128,177.781015113654,506.544973309225,40.6796038036564,262.888428725861,190.691419036299,103.353241581573,276.17552880232,66.4464738392631,26.3379430159906,134.468195640546,78.3212747764751,37.6700301680334,55.5622793725366,168.792221012655,18.4892812533391,42.7764187720642,165.815371007311,339.021739951003,57.8766905335625,153.114930203957,112.306578013168,147.17953046726,115.996425524722,70.3862485573306,163.38163551574,193.203739984865,85.8041433943977,111.324553106358,17.2675072504735,312.8756540448,155.00165386822,199.481105082544,150.065238499074,157.362037436444,44.1743693392378
2014-06-12,8.24930588748877,275.050839756095,354.804982149575,178.08691225065,502.217097787318,40.332043240103,263.548258769058,189.868364910039,103.531088923768,278.554030056902,66.0018864320608,26.22784396394,135.054936994078,78.5178750495184,37.905009491935,55.1879036890511,168.086593054368,18.5649960843139,42.6748435133639,167.528729482134,340.410107936887,57.620189533649,152.710325568093,113.548039412025,145.552560596006,115.72101210197,70.86049929415,162.288495749283,191.539821982137,86.5258928196495,110.174229802497,17.2218777327481,308.815866503008,154.086937963803,199.097849936313,151.327542693498,156.380445146756,43.9136756994194
2014-06-13,8.25169340992304,275.130427312148,355.070335107517,178.990932986243,503.370886125705,40.4247007196532,263.624440544816,189.868364910039,104.056675577042,279.144227300069,66.1719857033465,26.3030213562755,135.131819746595,78.5405664572574,37.9223961920257,55.2987252284806,168.568399407082,18.6113907586982,42.7848311591914,168.024254932164,341.260848015806,57.5771018108504,153.398591884206,113.776052595505,145.844850722874,116.019276593528,71.0027864961909,162.706760437835,191.945654475801,86.7421297894764,109.848369049748,17.2994953445093,309.294378576096,153.746409068905,199.006543235419,151.705734816177,156.308709199358,43.8166292402403
2014-06-16,8.27531968062296,275.918136687061,356.266087714522,180.522748715318,504.68171894352,40.5299670701408,263.761882323286,190.313002490953,104.94716643127,278.765889791339,66.2706781529005,26.3559568603541,135.051838204354,78.5815280625404,37.9415287234578,55.2844101819606,168.907640137739,18.7864995308886,42.7484357036521,169.689904942132,344.471613014692,57.3831924588034,154.802123866255,114.013042330343,146.148650243593,115.920566330363,71.0211736029478,162.949401483344,191.685540988363,87.3550920985434,108.759429357138,17.4577804807907,309.058175412838,152.740082050283,198.440077783473,152.777760823969,156.229866563795,43.5298332299134
2014-06-17,8.25393856720155,275.205322776312,355.64026082494,181.548564406029,502.549165062327,40.3587184561483,262.870207792627,190.464716477783,105.543547081141,279.389511625261,66.5265365395061,26.3686177627448,135.687360675734,78.3158640164162,37.972891754056,55.1936393175614,168.988768669387,18.8356965098694,42.8794113965292,170.274551995249,345.373662091116,57.483995799974,154.953367081076,114.109331845555,146.025185372232,116.275743737522,71.1377710815078,163.57854503185,192.11434765303,87.5142335961761,108.384706344549,17.4748354780413,308.295257649255,151.945498552644,198.117779770632,153.056065420708,156.100679383974,43.3033880215342
2014-06-18,8.25718901208998,275.313664353984,356.254744033139,182.407944744678,502.61554784621,40.3640447091669,263.25865809993,190.258209365823,106.04311863579,277.900675387543,66.8976832942563,26.5546947723635,136.627024684114,78.4316094361768,38.0235613759306,55.1791861462933,170.18134758132,18.7993497926157,43.165119282026,170.173145185694,344.707193335891,57.3846852353769,154.613779736911,114.262917650794,145.82863087357,117.050487413482,71.1563979810953,164.491115480628,193.138077602843,87.4402278132613,108.449240236537,17.4365385585511,307.803275422427,152.298530294549,198.068258663189,152.926650645756,155.892439826824,43.4039983388442
2014-06-19,8.20834346861094,273.685014566874,354.352330505694,183.234527935864,499.729448372035,40.1322709935683,261.615599437797,190.320178239512,106.523653886818,277.828417494949,66.9753929315311,26.4197870078231,136.717437529874,77.9420812476184,38.0454468561464,55.1887667226464,169.316786208568,18.8688336805115,43.2011790380727,170.900061528415,345.981247892817,57.6911328556121,155.212065218892,114.31997925691,145.901471918712,117.148276172171,71.144050068799,164.682139674907,193.18828088622,87.7349301074143,107.985985437003,17.5040104563974,307.679558592435,150.834707820322,197.889763708656,153.442057377102,155.802695314151,42.986802503746
2014-06-20,8.13114264329469,271.110970625034,354.489370649596,180.138361858891,498.305240976265,40.0179034633822,261.858650965295,188.353480419803,104.723717262545,279.560739146467,66.5214616676612,26.2652764049473,136.307459467001,78.014474690546,38.4179801335478,55.5505488374968,168.32651371308,18.4828896992578,43.3548376563186,169.077927872427,338.904608204615,57.6688068977884,153.054849022121,113.887979222024,145.35015426472,117.564947311585,70.6776724626118,163.566085580023,191.98374723018,86.8470579837304,109.137331123682,17.2607315662624,306.683728437981,152.501233504251,197.996980957724,151.889233146444,154.277081718836,43.4617628178456
2014-06-23,8.10625054400494,270.281010997972,355.874638521168,177.195653515998,500.272351169741,40.1758799808476,264.219749553731,186.078459287376,103.012944359118,279.975199292439,66.0829846040275,26.3289785341021,136.099960184489,78.7179325305725,38.6857151309634,55.9398911177262,168.734766738117,18.0795471403191,43.592708205627,166.566550336189,331.508794258507,57.4434512361313,150.787539248473,113.310648228175,144.613332706646,118.209986441121,70.1823117353651,162.487908579633,191.699102494909,86.0007855912296,110.758412595831,17.005035082284,306.695879895619,155.36234693038,199.008604295566,150.409176113804,153.201894664745,44.2771597095026
2014-06-24,8.18415102163,272.878409498336,357.159995794128,171.900642224939,496.308764360073,39.857554897544,265.323879494129,187.089072075719,99.9347246742371,280.786448749249,65.854022145396,26.347782123569,137.275510664507,79.0468597549118,38.4536667873071,54.9590976730069,168.855268642381,17.7001264763869,43.204919388648,162.071838471006,324.551743228795,57.2359793739637,144.979345853757,111.939387223484,142.863216442575,117.158418727861,71.4128114010785,161.92490435939,191.143647554297,83.7288797975631,113.747134592427,16.3500165346072,303.158189709599,160.115824624274,199.121413677182,146.435748681413,154.12085100605,45.6318640430487
2014-06-25,8.43584288112814,281.270322419745,355.364058567036,172.641497438144,485.581635334356,38.9960826637366,261.994209793839,195.190561640596,100.365367518573,281.383170144079,66.4892777828254,26.2712900491011,139.844021124109,78.0548848826162,37.0777356585016,52.0810554282662,168.365077916245,18.3721269791293,41.7508024749831,162.42585889053,336.87362888914,57.5237750282949,142.891443409726,110.924716020308,141.568262104618,113.215269383335,67.6731243437207,163.486931667141,191.54988284476,83.2820308887041,113.498711210865,16.1145523099079,298.130197326203,158.96102705335,197.623819979941,145.654234103982,159.635558009337,45.3027483715097
2014-06-26,8.26397664058749,275.540057423792,350.402104999614,172.714490444756,480.833191923408,38.6147479625615,259.188725870922,193.304064622849,100.40785085096,281.231312327943,66.3087418283722,25.9186447182144,139.334340803904,77.2190624372477,37.3154092725506,52.6327989466976,166.105065012656,18.2522174676168,42.0409519207587,162.406900347722,334.674953018489,58.3269846671729,143.472646040436,111.027806639784,141.699827148073,114.002084597549,68.3900532731705,163.043012679364,191.653242826807,83.5433692911262,113.511941229154,16.1800987688015,299.377609174727,156.759984437174,198.267045731705,146.11131611017,158.612271704548,44.6754656730952
2014-06-27,8.34143733656529,278.122688524972,349.521813306778,172.928830959104,477.60922974315,38.3558435315898,261.058648944158,193.72132287089,100.53242902634,282.076164850553,65.4645704662934,25.7756707795912,139.500009989015,77.7761520599529,36.8718949745869,51.7865723519141,165.18876565387,18.5466303619433,41.4149809413274,163.096309203529,340.073326030808,58.4735321878931,143.480153938899,109.482336504171,139.727453340954,112.304639071739,67.2904712483037,160.967323876064,191.077486141244,84.710633069813,113.030096024959,16.1809440298553,298.122406263008,155.70071699645,200.195548355565,148.152760188036,160.49744559766,44.3735911199981
2014-06-30,8.41418897991017,280.548328290254,352.353820061513,173.464638305585,486.311264677674,39.0546758095808,263.424229437445,193.655488826311,100.843916445418,282.311782499454,65.3471265868046,25.9629818425908,137.972106105088,78.4809328507246,36.84906838016,52.2784527253258,166.389219835141,18.6310698833008,41.3547499949399,163.737871863299,341.62161958186,57.9997372241473,145.496215417146,110.485043604053,141.007093278418,112.141326366486,67.9296296849389,160.678545821799,190.917900999342,85.1250865524751,112.585448601108,16.4083046312021,301.138624684203,156.349807687166,200.387539365429,148.877602627706,160.596811801057,44.5585800198845
2014-07-01,8.33162970241324,277.795656797896,345.879181826921,170.92102320611,479.276958395746,38.4897839184051,259.115158694252,194.923201166152,99.3651706458809,284.60768751987,64.683853514469,25.2747591684491,136.31037000239,77.1971406373433,36.5335121191569,52.0352324781932,161.978566146738,18.6689387894007,40.66428242359,162.668494001236,342.3160568788,59.0654974139616,145.115015619275,110.694280931813,141.274156905639,110.268978420192,67.613588479965,159.047651272873,189.365246636622,84.7408633070026,113.320776286974,16.3653192668357,302.316389986694,154.497910852108,200.791799892961,148.205656465712,161.972081866866,44.0307945894367
2014-07-02,8.39299930787002,275.749460915842,346.640143348358,172.396809572176,478.436896664544,38.5572557312695,258.193847136107,194.180589139809,98.5071860297339,283.337221001062,65.3448964468754,25.4431900332308,137.457718585871,76.9226488972851,36.8829807886781,52.3273010418915,163.0579808305,18.7696609264778,41.2347923252895,163.346928584276,340.4691934405,58.9355645287853,145.146596881712,110.893814967872,141.019465146206,111.816024710474,67.9930881058561,157.42226890496,190.210523138722,84.6065403640402,112.848138575797,16.3617600109985,301.121309398332,154.193485088831,199.636062108948,147.97071012363,160.422696143003,44.1175537308972
2014-07-03,8.42174357895829,274.805027871812,341.727876032109,172.49040414017,475.935457563439,38.7588530136404,256.24260917612,194.982929222415,98.4537283431283,281.455476955429,65.3430975670975,25.2516066015985,137.774064617752,76.3413243201051,36.4866384504342,52.2329229306414,161.830219460365,18.6824300591084,41.0655260099186,162.350694338823,342.051464413134,59.7707286022643,145.559394881765,111.152053099672,140.691112767662,112.27498240091,67.8704762262505,157.417906905097,191.473766738449,84.6501234199416,113.536373869684,16.3152265193877,303.814178040096,152.948781238362,200.956476365908,148.046973638969,162.1466240382,43.7614263923358
2014-07-07,8.5061182419293,272.051847056086,341.55573021509,172.305712273305,472.350190295929,39.0508212122849,255.981093230293,193.228494286701,98.5591369013473,282.85715440306,65.6347465025339,25.1131334834956,137.491754625922,76.4192367672855,36.8337977856951,52.3627405136093,160.942765123551,18.7871481037142,41.2517416667692,162.9854667852,340.13419045841,59.8008357166358,145.105259995939,110.428192015113,141.607348507968,111.76589989387,68.0391512788071,158.120543918907,190.520225917209,84.9373252538103,113.092484878399,16.3661272771678,301.678520638777,152.273748600878,200.852619496051,148.549227785488,160.603826913778,43.5682799716532
2014-07-08,8.46511168661377,273.363465152147,341.908886286734,173.068297909911,470.449380123187,39.207971635427,258.779227898433,192.047834913397,98.1229274700954,283.389721280086,64.8615645735308,25.0918142277818,137.055160193858,75.5839022903323,36.6943129609265,51.8995927615109,160.806136217118,18.5974810912921,41.0178586986022,164.013645998996,343.568040856731,59.739015958698,145.286725704317,108.776692522985,143.725116200076,112.399557042817,67.4373304877108,159.983194930917,190.161495789521,86.3138041193353,112.37903846559,16.3456629467618,300.152658697713,151.470565960223,202.840473687273,150.956601109502,161.212039412028,43.3384823347179
2014-07-09,8.52432846930355,271.451162869722,338.536788928747,170.773545377273,466.504336366302,39.5367460154301,255.451699690794,193.173814896515,96.8218805023558,281.768261963534,64.6847724756997,24.7007762441949,136.068504219371,76.55578214947,36.5890929310256,51.8274362030896,158.300069822857,18.6843405823416,40.6655632877185,162.777380478209,341.96342700209,60.3281943884782,146.167237899467,109.263258004428,143.082198052005,111.434161678946,67.3436106634963,160.4192196905,191.249544817963,85.4046060563179,111.531955767308,16.2466013001876,300.596000908871,151.118407970002,202.232778727881,149.366476425922,161.674301584168,43.2377234399662
2014-07-10,8.56080087727224,270.289630431407,337.173843305764,171.563674454174,470.100169888609,39.2319958575264,253.955932038138,193.478407238807,97.269853103231,284.260563386453,65.3752509990418,24.8198177595739,135.675416415073,77.0040380802722,36.5983475900847,52.4486903608711,159.062989210457,18.7678840161641,41.0355334043366,162.090715992042,340.434423784232,60.5710758775345,147.265775719502,110.745266906474,141.1415152965,112.448003160915,68.1508379156722,158.706855519442,189.557875212501,84.8880817174235,111.061473971857,16.368704633723,304.123238161924,151.147499258602,201.862824336617,148.463119869516,161.633402953781,43.2460457274775
2014-07-11,8.5234078864004,271.470307847863,340.486330180453,170.289080817062,473.028937558838,38.9875899581552,254.664163454531,193.783920445164,96.547227929422,283.305029417321,65.615439315868,24.9802204589871,135.707022240704,77.2187726503212,36.798040492871,52.5463490901296,160.090963815742,18.9466261815612,41.1214982717928,161.431363152767,337.192142648745,59.9760087078123,146.13743490564,111.126321069636,140.655845342735,112.683554157937,68.2777199140947,158.123761043069,190.195070873936,83.9455763426268,110.609716033427,16.243287034414,305.216379749517,153.247222678145,200.442617604342,146.814724267651,162.515329203146,43.8468058854882
2014-07-14,8.63597571087157,267.885025696624,334.205877769822,170.987148841886,467.131750688916,39.4736365451517,250.351163667552,194.506615286126,96.9430049713892,285.930453306155,66.1244812897399,24.7509429975966,136.153311332324,75.9109808836072,36.6052770395635,52.5852440849393,158.621592589202,18.9452866603334,41.2871650212362,160.597140519926,337.215982073486,61.0822940981753,146.255910874835,111.623013197987,140.027229022876,113.137525680478,68.3282597829916,156.89705591368,188.43249225327,83.6384494871928,110.038104685751,16.2564564784568,307.041174342951,151.212465345254,200.745122455404,146.277621707396,163.366656106898,43.264635662445
2014-07-15,8.63462659001451,267.926858678587,335.704120195991,173.302959241095,468.650703748297,39.3452753904127,249.787233131796,194.975112407259,98.2559615197528,284.274731628521,66.1869567372947,24.7185790093156,135.532518599331,75.7399896038258,36.7636582607592,52.7480270258302,158.41419616859,18.6609688987912,41.2267215156938,163.702147846591,342.276726884756,60.8084604617823,148.903569766628,112.237394247671,139.256425977823,112.971900606827,68.5397812946535,156.748775762321,189.523638903737,84.6921823428848,112.165596633916,16.5507472181843,307.419243124078,148.966778406379,199.393028077574,148.120515243516,164.073514410735,42.6221037984186
